Item Name,SKU,Brand,Spec,Cat_ID,Photo_1,Photo_2,Photo_3,Photo_4,Photo_5,Activate
ดอกเจาะสแตนเลส 15/32#15127 PK,ดส-11532-,,,,,,,,,
ดอกเจาะสแตนเลส 15/64#15112 PK,ดส-11564-,,,,,,,,,
ดอกเจาะสแตนเลส 17/64#15114 PK,ดส-11764-,,,,,,,,,
ดอกเจาะสแตนเลส 19/64#15116 PK,ดส-11964-,,,,,,,,,
ดอกเจาะสแตนเลส 21/64#15118 PK,ดส-12164-,,,,,,,,,
ดอกเจาะสแตนเลส 23/64#15120 PK,ดส-12364-,,,,,,,,,
ดอกเจาะสแตนเลส 25/64#15122 PK,ดส-12564-,,,,,,,,,
ดอกเจาะสแตนเลส 27/64#15124 PK,ดส-12764-,,,,,,,,,
ดอกเจาะสแตนเลส 29/64#15126 PK,ดส-12964-,,,,,,,,,
ดอกเจาะสแตนเลส 31/64#15128 PK,ดส-13164-,,,,,,,,,
ดอกโรตารี่ 5.5x110mm/15503 PK,ดส-15503-,,,,,,,,,
ดอกโรตารี่ 5.5x160mm/15504 PK,ดส-15504-,,,,,,,,,
ดอกโรตารี่ 6.5x100mm/15507 PK,ดส-15507-,,,,,,,,,
ดอกโรตารี่ 6.5x160mm/15508 PK,ดส-15508-,,,,,,,,,
ดอกโรตารี่ 7x160mm/15510 PK,ดส-15510-,,,,,,,,,
ดอกโรตารี่ 8x160mm/15512 PK,ดส-15512-,,,,,,,,,
ดอกโรตารี่ 10x160mm/15513 PK,ดส-15513-,,,,,,,,,
ดอกโรตารี่ 12x160mm/15515 PK,ดส-15515-,,,,,,,,,
ดอกโรตารี่ 13x160mm/15517 PK,ดส-15517-,,,,,,,,,
ดอกโรตารี่ 19x450mm/15530 PK,ดส-15530-,,,,,,,,,
ดอกโรตารี่ 25x450mm/15531 PK,ดส-15531-,,,,,,,,,
ดอกเจาะปูน 6.5x100mm/15605 PK,ดส-15605-,,,,,,,,,
ดอกเจาะปูน 6.5x150mm/15609 PK,ดส-15609-,,,,,,,,,
ดอกเจาะปูน 5.5x100mm/15618 PK,ดส-15618-,,,,,,,,,
ตะกั่วบัดกรี แท่งปากกา JIS,ตก-00000-,,,,,,,,,
"ต่อกราวด์ร็อด 5/8"" S.City",ตก-00058-,,,,,,,,,
"ตะปู 1/4""x16 ตรามือ",ตป-00000-14,ตรามือ,,1515,,,,,,
"ตะปู 3/8""x16 ตรามือ",ตป-00000-38,,,,,,,,,
ตัวแปลง3สายลง2สาย QO3-CON1PH,ตป-10000-,Schneider,,1122,,,,,,
"ตู้ฝาจม 1ชั้น 1,100x900x200mm.",ตผ-00001-,,,,,,,,,
"ตู้กันฝน PVC MOS 101 (7x12"")",ตพ-00101-,MOS,,1211,,,,,,
"ตู้กันฝน PVC MOS 111 (4x6"")",ตพ-00111-,MOS,,1211,,,,,,
ตู้PVCกันฝน MOS 202,"ตพ-00202-x13""",,,,,,,,,
"ตู้กันฝน PVC MOS 222 (7""x9"")",ตพ-00222-,MOS,,1211,,,,,,
ตู้เหล็ก SS-0 (25x35x15) KJL,ตฟ-00000-,KJL,,1210,,,,,,
ตู้เหล็ก SS-2 (35x52x17) KJL    ,ตฟ-00002-,,,,,,,,,
ตู้เหล็ก SS-3 (40x57x20) KJL,ตฟ-00003-,,,,,,,,,
ตู้เหล็ก SS-4 (44x61x23) KJL,ตฟ-00004-,,,,,,,,,
ตู้เหล็ก SS-5 (57x69x25) KJL,ตฟ-00005-,,,,,,,,,
ตู้เหล็ก SS-6 (60x76x25) KJL,ตฟ-00006-,,,,,,,,,
ตู้เหล็ก SS-7 (64x92x25) KJL,ตฟ-00007-,KJL,,1210,,,,,,
ตู้ไซส์กันน้ำ SN-0 (25x35x15) KJL,ตฟ-10001-0,KJL,,1210,,,,,,
ตู้ไซส์กันน้ำ SN-00 (20x30x15) KJL,ตฟ-10001-00,,,,,,,,,
ตู้ไซส์กันน้ำ SN-1 (30x45x17) KJL,ตฟ-10001-1,,,,,,,,,
ตู้ไซส์กันน้ำ SN-2 (35x52x17) KJL,ตฟ-10001-2,,,,,,,,,
ตู้ไซส์กันน้ำ SN-3 (40x57x20) KJL,ตฟ-10001-3,,,,,,,,,
ตู้คอนซูมเมอร์ 4ช่องSDCS14,ตฟ-10014-,Schneider,,1110,,,,,,
ตู้คอนซูมเมอร์ 6ช่องSDCS16,ตฟ-10016-,,,,,,,,,
ตู้คอนซูมเมอร์ 14ช่องSDCS114,ตฟ-10114-,,,,,,,,,
ตู้คอนซูมเมอร์ 18ช่องSDCS118,ตฟ-10118-,,,,,,,,,
ตู้โหลด QO3-100EZ12G/SN,ตฟ-13012-,Schneider,,1112,,,,,,
ตู้โหลด QO3-100EZ24G/SN,ตฟ-13024-,,,,,,,,,
ตู้โหลด QO3-100EZ30G/SN,ตฟ-13030-,,,,,,,,,
ตู้โหลด QO3-100EZ36G/SN,ตฟ-13036-,,,,,,,,,
ตู้โหลด QO3-100EZ42G/SN,ตฟ-13042-,,,,,,,,,
ตู้โหลด QO3-100L12G/SN,ตฟ-14012-,,,,,,,,,
ตู้โหลด QO3-100L18G/SN,ตฟ-14018-,,,,,,,,,
ตู้โหลด QO3-100L24G/SN,ตฟ-14024-,Schneider,,1112,,,,,,
ตู้คอนซูมเมอร์ 4ช่องS9HCL14,ตฟ-19014-,Schneider,,1110,,,,,,
ตู้คอนซูมเมอร์ 6ช่องS9HCL16,ตฟ-19016-,,,,,,,,,
ตู้คอนซูมเมอร์ 10ช่องS9HCL110,ตฟ-19110-,,,,,,,,,
ตู้คอนซูมเมอร์ 14ช่องS9HCL114,ตฟ-19114-,,,,,,,,,
ตู้+Split 4+4ช่องS9HCL14X4R63,ตฟ-19244-63,Schneider,,1110,,,,,,
ตู้+Split 8+4ช่องS9HCL18X4R40,ตฟ-19284-40,Schneider,,1110,,,,,,
ตู้+Split 8+4ช่องS9HCL18X4R63,ตฟ-19284-63,Schneider,,1110,,,,,,
ตู้+Split 8+8ช่องS9HCL18X8R40,ตฟ-19288-40,Schneider,,1110,,,,,,
ตู้Split8+8ช่องS9HCL18X8R63      ,ตฟ-19288-63,,,,,,,,,
ตู้ Premier 4ช่อง S-T-C    ,ตฟ-20004-,Safe-T-Cut,,1110,,,,,,
ตู้ Premier 6ช่อง S-T-C,ตฟ-20006-,,,,,,,,,
ตู้ Premier 8ช่อง S-T-C,ตฟ-20008-,,,,,,,,,
ตู้ Premier 12ช่อง S-T-C,ตฟ-20012-,,,,,,,,,
ตู้+กันดูด RCBO 4ช่อง 4C/50A,ตฟ-20104-RCBO,Safe-T-Cut,,1110,,,,,,
ตู้+กันดูด RCBO 6ช่อง 6C/50A,ตฟ-20106-RCBO,,,,,,,,,
ตู้+กันดูด RCBO 6ช่อง 6C/63A,ตฟ-20107-RCBO,,,,,,,,,
ตู้+กันดูด RCBO 8ช่อง 8C/63A,ตฟ-20109-RCBO,,,,,,,,,
ตู้+กันดูด RCBO 10ช่อง 10C/50A,ตฟ-20110-RCBO,,,,,,,,,
ตู้+กันดูด RCBO 10ช่อง 10C/63A,ตฟ-20111-RCBO,,,,,,,,,
ตู้+กันดูดRCBO 12c/50A,ตฟ-20112-RCBO,Safe-T-Cut,,1110,,,,,,
ตู้+กันดูด 3P/63A Special S.T.C,ตฟ-23003-63,Safe-T-Cut,,1112,,,,,,
ตลับเมตร 2หน้า DA-5019 PK.,ตม-10169-,Pumpkin,,1514,,,,,,
ตลับเมตร AM3516 3.5x16 PK.,ตม-10350-,,,,,,,,,
ตลับเมตร AM5019 5M.x19 PK.,ตม-10351-,,,,,,,,,
ตลับเมตร AM5025 5M.x25 PK.,ตม-10352-,,,,,,,,,
ตลับเมตร AM8025 8M.x25 PK.,ตม-10353-,Pumpkin,,1514,,,,,,
ตัวยึดท่อขาว16มม.(ห่อ100ต.),ตย-28016-,,,,,,,,,
ตัวยึดท่อ U280/16มม.,ตย-28016-1,,,,,,,,,
ตัวยึดท่อ-ดำ U280/16 BK,ตย-28016-1B,,,,,,,,,
ตัวยึดท่อ U280/20(ห่อ100ต),ตย-28020-,,,,,,,,,
ตัวยึดท่อ U280/20,ตย-28020-1,,,,,,,,,
ตัวยึดท่อ U280/25(ห่อ100ต),ตย-28025-,,,,,,,,,
ตัวยึดท่อ U280/25,ตย-28025-1,,,,,,,,,
ตัวยึดท่อ-ดำ U280/25 BK,ตย-28025-1B,,,,,,,,,
ตัวยึดท่อ U280/32(กล100ต),ตย-28032-,,,,,,,,,
ตัวยึดท่อ U280/32,ตย-28032-1,,,,,,,,,
ตัวยึดท่อ-ดำ U280/32 BK,ตย-28032-1B,,,,,,,,,
ก้ามปู ยึดท่อขาว16มม.LESSO,ตย-40016-,,,,,,,,,
ตัวยึดท่อขาว 20มม. LESSO,ตย-40020-,,,,,,,,,
ก้ามปู ยึดท่อขาว25มม.LESSO,ตย-40025-,,,,,,,,,
ตลับกันฟ้าผ่า MISAWA,ตล-00000-,,,,,,,,,
ตลับแยกสายTV 3SPF TAFN,ตล-00000-03,,,,,,,,,
ตลับแยกสายTV 4SPF TAFN,ตล-00000-04,,,,,,,,,
ตลับโทรศัพท์ 4C [5x3cm.],ตล-00000-041,,,,,,,,,
ตลับโมดูล่าร์ 4C เข้า1ออก2,ตล-00000-042,,,,,,,,,
ตลับแยกสายTV TAP-OFF 2DC10F TAFN,ตล-00000-12,,,,,,,,,
ตลับแยกสายTV TAP-OFF 4DC10F TAFN,ตล-00000-14,,,,,,,,,
ตลับกันฟ้าผ่า QOSPD20,ตล-00020-,Schneider,,1122,,,,,,
โคมฉายBVP132 20W/6x PL,คฉ-13220-65,,,,,,,,,
ท๊อกเกิ้ล 2P10A T011B(ON-OFF) Tend,ทก-00000-,,,,,,,,,
"โค้งบาง EMT 1/2"" Pana",ทค-50000-1,Panasonic,,1612,,,,,,
"โค้งบาง EMT 3/4"" Pana",ทค-50000-2,,,,,,,,,
"โค้งบาง EMT 1"" Pana",ทค-50000-3,,,,,,,,,
"โค้งบาง EMT 1-1/4"" Pana",ทค-50000-4,,,,,,,,,
"โค้งบาง EMT 2"" Pana",ทค-50000-5,,,,,,,,,
"โค้งบาง EMT 1-1/2"" Pana",ทค-50000-6,,,,,,,,,
"โค้งหนา IMC 1/2"" Pana",ทค-50001-1,Panasonic,,1612,,,,,,
"โค้งหนา IMC 3/4"" Pana",ทค-50001-2,,,,,,,,,
"โค้งหนา IMC 1"" Pana",ทค-50001-3,,,,,,,,,
"โค้งหนา IMC 1-1/2"" Pana",ทค-50001-4,,,,,,,,,
"โค้งหนา IMC 1-1/4"" Pana",ทค-50001-41,,,,,,,,,
"โค้งหนา IMC 2"" Pana",ทค-50001-42,,,,,,,,,
"โค้งหนา IMC 2-1/2"" Pana",ทค-50001-5,,,,,,,,,
"โค้งหนา IMC 3"" Pana",ทค-50001-6,,,,,,,,,
"ที่ดัดท่อบาง EMT 1/2"" KCE",ทด-10001-,KCE,,1612,,,,,,
"ที่ดัดท่อบาง EMT 3/4"" KCE",ทด-10002-,,,,,,,,,
"ที่ดัดท่อบาง EMT 1"" (IMC3/4"") KCE",ทด-10003-,KCE,,1612,,,,,,
ที่ดูดตะกั่วบัดกรี DS210/17817 PK.,ทด-17817-,,,,,,,,,
เทอร์มินอล ทองเหลือง 10ช่อง,ทน-10000-10,,,,,,,,,
เทอร์มินอล ทองเหลือง 6ช่อง,ทน-10000-6,,,,,,,,,
เทอร์มินอล ทองเหลือง 8ช่อง,ทน-10000-8,,,,,,,,,
เทอร์มินอล TB 25A/3ช่อง,ทน-25003-,,,,,,,,,
เทอร์มินอล TB 25A/4ช่อง,ทน-25004-,,,,,,,,,
เทอร์มินอล TB 25A/6ช่อง,ทน-25006-,,,,,,,,,
เทอร์มินอล TB 25A/12ช่อง,ทน-25012-,,,,,,,,,
เทอร์มินอล TR-10 BIG1,ทน-40000-10,,,,,,,,,
เทอร์มินอล TR-100 BIG1,ทน-40000-100,,,,,,,,,
เทอร์มินอล TR-20 BIG1,ทน-40000-20,,,,,,,,,
เทอร์มินอล TR-200 BIG1,ทน-40000-200,,,,,,,,,
เทอร์มินอล TR-30 BIG1,ทน-40000-30,,,,,,,,,
เทอร์มินอล TR-60 BIG1,ทน-40000-60,,,,,,,,,
ไฟห้อย ฝาดำลอน CH-7247/1,ฟห-57247-18,,,,,,,,,
ไทม์เมอร์ MS4S-A-AP 220V FUJI,ทม-00000-,Fuji,,1117,,,,,,
ไทม์เมอร์ H3CR-A8 230V OMRON 300H,ทม-03000-A8,Omron,,1117,,,,,,
ไทม์เมอร์ H3Y-2 220V OMRON 30M,ทม-03230-M,Omron,,1117,,,,,,
ไทม์เมอร์ H3Y-4 220V.OMRON 30S,ทม-03430-S,Omron,,1117,,,,,,
ไทม์เมอร์ H3Y-4 220V OMRON 60M,ทม-03460-M,Omron,,1117,,,,,,
ไทม์เมอร์ 24ชม. TM-B20 HACO,ทม-40000-,Haco,,1117,,,,,,
ไทม์เมอร์ 24ชม. TB178 NE5T Pana,ทม-50000-,Panasonic,,1117,,,,,,
"ท่อFx.เหล็ก1/2""~4หุน DyM.",ทอ-00004-,Dynamic,,1612,,,,,,
"ท่อFx.เหล็ก3/4""~6หุน DyM.",ทอ-00006-,,,,,,,,,
"ท่อFx.เหล็ก 1"" DyM.",ทอ-00007-,,,,,,,,,
"ท่อบาง EMT 1/2"" (4หุน) SKP",ทอ-10001-,SKP,,1612,,,,,,
"ท่อบาง EMT 3/4"" (6หุน) SKP",ทอ-10002-,,,,,,,,,
"ท่อบาง EMT 1"" SKP",ทอ-10003-,,,,,,,,,
"ท่อบาง EMT 1-1/4"" SKP",ทอ-10004-,,,,,,,,,
"ท่อบาง EMT 1-1/2"" SKP",ทอ-10005-,,,,,,,,,
"ท่อบาง EMT 2"" SKP",ทอ-10006-,,,,,,,,,
"ท่อหนา IMC เกลียว 1/2"" (4หุน) SKP",ทอ-11001-,SKP,,1612,,,,,,
"ท่อหนา IMC เกลียว 3/4"" (6หุน) SKP",ทอ-11002-,,,,,,,,,
"ท่อหนา IMC เกลียว 1"" SKP",ทอ-11003-,,,,,,,,,
"ท่อหนา IMC เกลียว 1-1/4"" SKP",ทอ-11004-,,,,,,,,,
"ท่อหนา IMC เกลียว 1-1/2"" SKP",ทอ-11005-,,,,,,,,,
"ท่อหนา IMC เกลียว 2"" SKP",ทอ-11006-,,,,,,,,,
"ท่อหนา IMC เกลียว 2-1/2"" SKP",ทอ-11006-1,,,,,,,,,
"ท่อหนา IMC เกลียว 3"" SKP",ทอ-11007-,SKP,,1612,,,,,,
ท่อตรงขาว UPC 16mm.,ทอ-20016-1,,,,,,,,,
ท่อตรงขาว UPC 20mm.,ทอ-20020-1,,,,,,,,,
ท่อตรงขาว UPC 32mm.,ทอ-20032-1,,,,,,,,,
ท่อลูกฟูกขาว UPC 1116cm(ม้วน),ทอ-21116-,,,,,,,,,
ท่อลูกฟูกขาว 16มม.,ทอ-21116-1,,,,,,,,,
ท่อลูกฟูกดำ 1116CM (ม้วน),ทอ-21116-B,,,,,,,,,
ท่อลูกฟูกดำ 16มม.,ทอ-21116-B1,UPC,,1615,,,,,,
ท่อลูกฟูกขาว UPC 1120cm(ม้วน),ทอ-21120-,,,,,,,,,
ท่อลูกฟูกขาว 20มม.,ทอ-21120-1,,,,,,,,,
ท่อลูกฟูกดำ 1120CM.(ม้วน),ทอ-21120-B,,,,,,,,,
ท่อลูกฟูกดำ 20มม.,ทอ-21120-B1,UPC,,1615,,,,,,
ท่อลูกฟูกขาว UPC 1125cm(ม้วน),ทอ-21125-,,,,,,,,,
ท่อลูกฟูกขาว 25มม.,ทอ-21125-1,,,,,,,,,
ท่อลูกฟูกดำ 1125CM/BK(ม้วน),ทอ-21125-B,,,,,,,,,
ท่อลูกฟูกดำ 25มม.,ทอ-21125-B1,UPC,,1615,,,,,,
ท่อลูกฟูกขาว UPC 1132cm(ม้วน),ทอ-21132-,,,,,,,,,
ท่อลูกฟูกขาว 32มม.,ทอ-21132-1,,,,,,,,,
ท่อลูกฟูกดำ 1132CM/BK (ม้วน),ทอ-21132-B,,,,,,,,,
ท่อลูกฟูกดำ 32มม.,ทอ-21132-B1,,,,,,,,,
"ท่ออ่อนเหล็กกันน้ำ-เทา 1/2"" Un/Dy",ทอ-30012-,Union,,1613,,,,,,
"ท่ออ่อนเหล็กกันน้ำ-เทา 3/4"" Un/Dy",ทอ-30034-,,,,,,,,,
"ท่ออ่อนเหล็กกันน้ำ-เทา 1"" Un/Dy",ทอ-30100-,,,,,,,,,
"ท่ออ่อนเหล็กกันน้ำ-เทา 1-1/2"" Un/Dy",ทอ-30112-,,,,,,,,,
"ท่ออ่อนเหล็กกันน้ำ-เทา 2"" Un/Dy",ทอ-30200-,,,,,,,,,
"ท่ออ่อนเหล็กกันน้ำ-เทา 2-1/2"" Un/Dy",ทอ-30212-,,,,,,,,,
"ท่ออ่อนเหล็กกันน้ำ-เทา 4"" interf.",ทอ-30400-,Union,,1613,,,,,,
ท่อขาว 20มิล LESSO,ทอ-40020-,,,,,,,,,
ท่อขาว 25มิล LESSO,ทอ-40025-,,,,,,,,,
ลูกฟูกขาว 16มม. LESSO,ทอ-41016-,,,,,,,,,
ลูกฟูกขาว 20มม. LESSO,ทอ-41020-,,,,,,,,,
ลูกฟูกขาว 25มม. LESSO,ทอ-41025-,,,,,,,,,
ท่อบาง EMT 1/2 Pana.,ทอ-50000-1,Panasonic,,1612,,,,,,
ท่อบาง EMT 3/4 Pana.,ทอ-50000-2,,,,,,,,,
"ท่อบาง EMT 1"" Pana.",ทอ-50000-3,,,,,,,,,
ท่อหนา IMC 1/2 Pana.,ทอ-50001-1,Panasonic,,1612,,,,,,
ท่อหนา IMC 3/4 Pana.,ทอ-50001-2,,,,,,,,,
"ท่อหนา IMC 1"" Pana.",ทอ-50001-3,,,,,,,,,
"ท่อเหลืองมัด*50เส้น 15(3/8"")ช้าง",ทอ-50015-,,,,,,,,,
"ท่อ เส้นเหลือง15(3/8"")ช้าง",ทอ-50015-1,SCG,,1611,,,,,,
"ท่อ เส้นเหลือง18(1/2"") ช้าง",ทอ-50018-1,,,,,,,,,
"ท่อเส้นเหลือง20มม.~3/4""ช้าง",ทอ-50020-1,,,,,,,,,
"ท่อตรงเหลือง 25มม.(1"") ช้าง",ทอ-50025-1,,,,,,,,,
"ท่อตรงเหลือง 35มม.(1-1/4"") ช้าง",ทอ-50035-,,,,,,,,,
"ท่อตรงเหลือง 40มม.(1-1/2"") ช้าง",ทอ-50040-,,,,,,,,,
"ท่อตรงเหลือง ช้าง55มม.(2"")",ทอ-50055-,,,,,,,,,
ลูกฟูกเหลือง15มม.SCG,ทอ-50115-,SCG,,1611,,,,,,
"ลูกฟูกเหลือง18(1/2"")SCG",ทอ-50118-,,,,,,,,,
ลูกฟูกเหลือง20มม.ช้าง,ทอ-50120-,,,,,,,,,
ลูกฟูกเหลือง25มม.SCG,ทอ-50125-,,,,,,,,,
ลูกฟูกเหลือง15มิล(5ม.)ช้างSCG,ทอ-50515-,SCG,,1611,,,,,,
ลูกฟูกเหลือง20มิล(5ม.)SCG,ทอ-50520-,,,,,,,,,
ลูกฟูกเหลือง25มิล(5ม.)SCG,ทอ-50525-,,,,,,,,,
ลูกฟูกเหลือง15มิล(10ม.)SCG,ทอ-51015-,SCG,,1611,,,,,,
ลูกฟูกเหลือง18มิล(10ม.)SCG,ทอ-51018-,,,,,,,,,
ลูกฟูกเหลือง20มม.(10ม.)SCG,ทอ-51020-,,,,,,,,,
ลูกฟูกเหลือง25มิล(10ม.)SCG,ทอ-51025-,,,,,,,,,
"ท่อ HDPE 20mm (1/2"")",ทอ-60000-20,BTC,,1614,,,,,,
"ท่อ HDPE 25mm (3/4"")",ทอ-60000-25,,,,,,,,,
"ท่อ HDPE 40mm (1-1/4"")",ทอ-60000-40,,,,,,,,,
"ท่อ HDPE 50mm (1-1/2"")",ทอ-60000-50,,,,,,,,,
"ท่อ HDPE 63mm (2"")",ทอ-60000-63,,,,,,,,,
"ท่อดำ PE 6M. 20mm.(1/2"")",ทอ-60020-,BTC,,1614,,,,,,
"ท่อดำ PE 6M. 25mm.(3/4"")",ทอ-60025-,,,,,,,,,
"ท่อดำ PE 6M. 32mm.(1"")BTC          ",ทอ-60032-,,,,,,,,,
"ท่อดำ PE 6M. 40mm.(1-1/4"")",ทอ-60040-,,,,,,,,,
"ท่อดำ PE 6M. 50mm.(1-1/2"")",ทอ-60050-,,,,,,,,,
"ท่อดำ PE 6M. 63mm.(2"")",ทอ-60063-,,,,,,,,,
ท่อหดดำ 2mm Woer/200M.,ทอ-70000-02,,,,,,,,,
ท่อหดดำ 3mm Woer/200M.,ทอ-70000-03,,,,,,,,,
ท่อหดดำ 4mm Woer/200M.,ทอ-70000-04,,,,,,,,,
ท่อหดดำ 5mm Woer/100M.,ทอ-70000-05,,,,,,,,,
ท่อหดดำ 6mm Woer/100M.,ทอ-70000-06,,,,,,,,,
ท่อหดดำ 8mm Woer/100M.,ทอ-70000-08,,,,,,,,,
ท่อหดดำ 10mm Woer/100M.,ทอ-70000-10,,,,,,,,,
เทป Yazaki ม้วนดำ,เท-10000-BK,Yazaki,,3021,,,,,,
เทป Yazaki ม้วนน้ำเงิน,เท-10000-BL,,,,,,,,,
เทป Yazaki ม้วนน้ำตาล,เท-10000-BR,,,,,,,,,
เทป Yazaki ม้วนเทา,เท-10000-GE,,,,,,,,,
เทป Yazaki ม้วนเขียว,เท-10000-GR,,,,,,,,,
เทป Yazaki ม้วนแดง,เท-10000-RE,,,,,,,,,
เทป Yazaki ม้วนขาว,เท-10000-WH,,,,,,,,,
เทป Yazaki ม้วนเหลือง,เท-10000-YE,,,,,,,,,
เทป*แถว10ม้วน/ดำ YAzaki ,เท-11000-BK,,,,,,,,,
เทป*แถว10ม้วน/น้ำเงินYAzaki ,เท-11000-BL,,,,,,,,,
เทป*แถว10ม้วน/น้ำตาล YAzaki,เท-11000-BR,,,,,,,,,
เทป*แถว10ม้วน/เขียว YAzaki ,เท-11000-GR,,,,,,,,,
เทป*แถว10ม้วน/เทา YAzaki ,เท-11000-GY,,,,,,,,,
เทป*แถว10ม้วน/แดงYAzaki ,เท-11000-RE,,,,,,,,,
เทป*แถว10ม้วน/ขาวYAzaki,เท-11000-WH,,,,,,,,,
เทป*แถว10ม้วน/เหลือง YAzaki ,เท-11000-YE,,,,,,,,,
เทป หัวกวาง Johnson 20M.,เท-20700-,Johnson,,3021,,,,,,
เทปหัวกวาง(แถว10ม้วน),เท-20710-,,,,,,,,,
เทปม้วนเขียว 3M Temflex Plus,เท-30000-G,Temflex Plus,,3021,,,,,,
เทปม้วนน้ำเงิน 3M Temflex Plus,เท-30000-L,,,,,,,,,
เทปม้วนเหลือง 3M Temflex Plus,เท-30000-Y,,,,,,,,,
เทปละลาย 3M #23 3/4x6'(เล็ก),เท-30023-06,3M,,3021,,,,,,
เทปละลาย 3M #23 3/4x30',เท-30023-30,3M,,3021,,,,,,
เทป 3M SUPER 33+ 3/4x66',เท-30033-66,3M,,3021,,,,,,
เนมเพลท 22มม.,นพ-22000-,,,,,,,,,
เนมเพลท 22มม.OFF-ON,นพ-22004-,,,,,,,,,
เนมเพลท 22มม.START,นพ-22005-,,,,,,,,,
เนมเพลท 25มม.,นพ-25000-,,,,,,,,,
เนมเพลท 22มม.ON,นพ-40000-1,,,,,,,,,
เนมเพลท 22มม.OFF,นพ-40000-2,,,,,,,,,
เนมเพลท 22มม.M-O-A,นพ-40000-3,,,,,,,,,
น้ำยา White Lube 1Kg. Y-PULL,นย-00000-1,Y-Pull,,3020,,,,,,
น้ำยา White Lube 3Kg. Y-PULL,นย-00000-3,Y-Pull,,3020,,,,,,
ไนล่อน ดำ-เหลือง BY-15M Y-PULL,นล-00000-15,Y-Pull,,3020,,,,,,
ไนล่อน ดำ-เหลือง BY-30M Y-PULL,นล-00000-30,Y-Pull,,3020,,,,,,
ไนล่อน เหลือง+ล้อ Y-30M Y-PULL,นล-00001-30,Y-Pull,,3020,,,,,,
"หัวน๊อต[6] 5/16""",นอ-00005-16,,,,,,,,,
"หัวน๊อต 6เหลี่ยม 3/8""",นอ-00006-1,,,,,,,,,
"น็อตสลักเกลียวหัว[1/2""] 6""AP",นอ-12006-,,,,,,,,,
"น๊อตสลักเกลียวหัว[1/2""] 8""AP",นอ-12008-,,,,,,,,,
"น๊อตสลักเกลียวหัว[1/2""] 10""AP",นอ-12010-,,,,,,,,,
"น็อตสลักเกลียวหัว[1/2""] 12""AP",นอ-12012-,,,,,,,,,
"สกรูหัว[M16] 170mm(7"")KPC",นอ-16170-,,,,,,,,,
"สกรูหัว [M16] 200mm (8"")KPC",นอ-16200-,,,,,,,,,
"สกรูหัว[M16] 250mm(10"")KPC",นอ-16250-,,,,,,,,,
"สกรูหัว[M16] 300mm(12"")KPC",นอ-16300-,,,,,,,,,
ชุดโมดูล RCBO 50A/2P RMD9,บก-00000-,,,,,,,,,
เบรกเกอร์ 2P10A Pana,บก-00010-,Panasonic,,1115,,,,,,
เบรกเกอร์ 2P15A Pana,บก-00015-,,,,,,,,,
เบรกเกอร์ 2P20A Pana,บก-00020-,,,,,,,,,
เบรกเกอร์ 2P30A Pana,บก-00030-,,,,,,,,,
เบรกเกอร์ 2P40A Pana,บก-00040-,,,,,,,,,
กันดูด BJS 3030NYT/30mA Pana,บก-03030-,Panasonic,,1115,,,,,,
เซอร์กิต iK60N 1P 20A,บก-10060-120,,,,,,,,,
เซอร์กิต QO110VSC6T,บก-10110-,Schneider,,1110,,,,,,
เซอร์กิต QO125VSC6T,บก-10125-,,,,,,,,,
เซอร์กิต QO140VSC6T,บก-10140-,,,,,,,,,
เซอร์กิต QO150VSC6T,บก-10150-,,,,,,,,,
เซอร์กิต QO163VSC6T,บก-10163-,,,,,,,,,
เมนเบรกเกอร์ QO216VSC10T,บก-10216-,Schneider,,1110,,,,,,
เมนเบรกเกอร์ QO232VSC10T,บก-10232-,,,,,,,,,
เมนเบรกเกอร์ QO240VSC10T,บก-10240-,,,,,,,,,
เมนเบรกเกอร์ QO250VSC10T,บก-10250-,,,,,,,,,
เมนเบรกเกอร์ QO263VSC10T,บก-10263-,,,,,,,,,
เมนเบรกเกอร์ QO280 MBX 2P,บก-10280-,,,,,,,,,
เมนเบรกเกอร์ QO2100 MBX 2P,บก-10299-,,,,,,,,,
เซอร์กิต QO310VSC6T,บก-10310-,Schneider,,1110,,,,,,
เซอร์กิต QO316VSC6T,บก-10316-,,,,,,,,,
เซอร์กิต QO320VSC6T,บก-10320-,,,,,,,,,
เซอร์กิต QO325VSC6T,บก-10325-,,,,,,,,,
เซอร์กิต QO332VSC6T,บก-10332-,,,,,,,,,
เซอร์กิต QO340VSC6T,บก-10340-,,,,,,,,,
เซอร์กิต QO350VSC6T,บก-10350-,,,,,,,,,
เซอร์กิต QO363VSC6T,บก-10363-,,,,,,,,,
เซอร์กิตกันดูด QO110C06RCBO30,บก-11110-,Schneider,,1111,,,,,,
เซอร์กิตกันดูด QO116C06RCBO30,บก-11116-,,,,,,,,,
เซอร์กิตกันดูด QO120C06RCBO30,บก-11120-,,,,,,,,,
เซอร์กิตกันดูด QO132C06RCBO30,บก-11132-,,,,,,,,,
เซอร์กิตกันดูด QO140C06RCBO30,บก-11140-,,,,,,,,,
เซอร์กิตกันดูด QO150C06RCBO30,บก-11150-,,,,,,,,,
เมนกันดูด QO216C10RCB030,บก-11216-,Schneider,,1111,,,,,,
เมนกันดูด QO220C10RCB030,บก-11220-,,,,,,,,,
เมนกันดูด QO232C10RCB030,บก-11232-,,,,,,,,,
เมนกันดูด QO240C10RCB030,บก-11240-,,,,,,,,,
เมนกันดูด QO250C10RCB030,บก-11250-,,,,,,,,,
